text,adaptive,corrective,perfective
"380843: index commit messages of changesets

Created custom filter for changesets, which works better with task
numbers like used in jira (Prefix-Number).

Task-Url: https://bugs.eclipse.org/bugs/show_bug.cgi?id=380843
Change-Id: Ice1cf8e3a558c36d9e832312a0a6259e7f6e7e86
",1,0,0
"cleanup warnings

* Fix build path issue
* Minor Cleanup for Action

Change-Id: I4e4bda10624e16d4f69545a953ae80d84939c1dd
",0,0,1
"Fix broken test

Change-Id: I15affe2d03ac77ff86e8f2ac01dde6539f6a64d9
",0,1,0
"fix tycho build errors

Running the test failed, as the mapper.tests bundle was not
resolved in the started eclipse instance.

Change-Id: I87353e410945a70029b2f7d35f15dd2134c36c40
",0,1,0
"392682: Show details for changesets

Use the ScmConnectorUi to open the correct view for the connector

Task-Url: https://bugs.eclipse.org/bugs/show_bug.cgi?id=392682
Change-Id: I98a778a7dc0edc1497194bc018536236f4f93382
",1,0,0
"DELTASPIKE-266 remove obsolete comments
",0,0,1
"DELTASPIKE-278 add category to Message API
",1,0,0
"DELTASPIKE-278 remove unecessary checks for Message return values

Why should we restrict the return value?
",0,1,0
"DELTASPIKE-278 implement the category resolving and add tests
",1,0,0
"DELTASPIKE-277 add JsfMessage API
",1,0,0
"DELTASPIKE-280 register resources under their full path
",0,1,0
"DELTASPIKE-274 fix remote container tests
",0,1,0
"DELTASPIKE-277 add first API draft
",1,0,0
"DELTASPIKE-277 first version of a JsfMessage implementation
",1,0,0
"DELTASPIKE-266 refactor JSF test setup
",0,1,0
"DELTASPIKE-277 improve graphene setup
",0,1,0
"DELTASPIKE-277 fix JsfMessageProducer
",0,1,0
"DELTASPIKE-277 add missing beans.xml
",0,0,1
"DELTASPIKE-277 fix JsfMessageProducer type detection
",0,1,0
"DELTAPIKE-277 first warp test for JsfMessage
",0,0,1
"add tomee build leftovers to .gitignore
",0,0,1
"DELTASPIKE-277 create a proper unit test and remove unused imports
",0,0,1
"DELTASPIKE-277 fix missing license header
",0,0,1
"upgrade Arquillian Drone to 1.1.0.CR3
",0,0,1
"enable checkstyle reporting on the commandline

catched by Arne
",0,0,1
"DELTASPIKE-281 add LocaleResolver for JSF projects

if a ViewRoot is available, we take the Locale from there.
",1,0,0
"DELTASPIKE-281 add unit test and fix some bugs in the locale mechanism
",0,0,1
"CDI-279 add a unit test for our JSF-2-CDI scope mapping
",0,0,1
"upgrade to more recent weld-arquillian version
",0,0,1
"move properties section to the top of the pom
",0,0,1
"upgrade tomee and openejb to released versions
",0,0,1
"get rid of empty if statement
",0,1,0
"DELTASPIKE-80 fix concurrency/visibility issue
",0,1,0
"DELTASPIKE-286 Comparators should be Serializable
",0,1,0
"DELTASPIKE-241 new weld-arquillian container fixes BDA issues
",0,0,1
"DELTASPIKE-289 add WindowContext API draft
",1,0,0
"DELTASPIKE-278 use '_' as category separator

This got done to unify this with the default JSF '_detail'
handling. So we moved from '.' as separator to '_'
",0,1,0
"DELTASPIKE-277 JsfMessage will now return the Message parameter directly

Previously we always did toString() internally. But that prevents
people from using the Message return value
",0,1,0
"DELTASPIKE-289 add WindowScoped and initial Context handling
",1,0,0
"DELTASPIKE-289 JavaDoc + make unit tests fit api packages
",0,0,1
"DELTASPIKE-289 enable WindowContext via Extension
",0,1,0
"DELTASPIKE-312 add JavaDoc warning for @Alternative scenarios
",0,0,1
"DELTASPIKE-312 remove GlobalAlternatives handling for OWB and fix tests
",0,1,0
"upgrade owb.version to 1.1.7 which is the latest released version
",0,0,1
"DELTASPIKE-312 introduce openejb.owb.version

This allows to fix the OWB version used for the cdictrl-openejb build using
-Dopenejb.owb.version=1.1.7
",0,0,1
"DELTASPIKE-157 log Test Class for @Deployment
",0,1,0
"DELTASPIKE-315 provide common EntityManagerFactoryProducer
",1,0,0
"DELTASPIKE-315 add more JavaDoc
",0,0,1
"DELTASPIKE-315 fix broken package move
",0,1,0
"DELTASPIKE-318 disable auto-scanning of bootstrap chain for OpenEJB starting
",0,1,1
"upgrade copyright to 2013
",0,0,1
"DELTASPIKE-318 remove workaround again.

This got properly fixed in OpenEJB.
See TOMEE-840 for more information
",0,1,0
"DELTASPIKE-273 fix JavaDoc
",0,0,1
"DELTASPIKE-330 adjust scoping for Window infrastructure classes
",0,1,0
"update javadoc
",0,0,1
"DELTASPIKE-339 re-apply jndi name in exception

we need this info for detecting issues
",0,1,0
"DELTASPIKE-229 improve WindowContext handling
",0,1,0
"DELTASPIKE-339 revert to gerhards version

Now I know why gerhard fixed it that way... ;)
",0,1,0
"DELTASPIKE-344 provide getContextualReference with a BeanManager param
",1,0,0
"DELTASPIKE-289 controllable WindowContext
",1,0,0
"DELTASPIKE-289 WindowContext cleanup
",0,1,0
"DELTASPIKE-289 implement ClientWindowConfig

This can be used to determine the window handling behaviour
for each request.
",1,0,0
"DELTASPIKE-289 add postback handling for windowId
",1,0,0
"DELTASPIKE-289 migrate windowhandler from CODI
",1,0,0
"DELTASPIKE-289 windowId detection code with JavaScript and intermediate page

partly ported over from MyFaces CODI, partly rewritten.
Passing the windowId via hidden input field
",1,0,0
"DELTASPIKE-289 exclude lifecycle execution if ClientWindow page gets rendered
",0,1,0
"DELTASPIKE-289 fix WindowScoped context test on jbossas

I recently removed the <h:form> which did lead to a different
component Id for the outputValue. fixed now.
",0,0,1
"DELTASPIKE-348 prepare for more ClientWindow samples
",0,0,1
"DELTASPIKE-356 fix @Dependent handling for MessageContext
",0,1,0
"DELTASPIKE-354 prevent NPE when passing null to a @MessageBundle
",0,1,0
"DELTASPIKE-363 prevent NPE at shutdown
",0,1,0
"DELTASPIKE-355 add Alternative MessageInterpolator using MessageFormatter

Simple add an <alternative> to your beans.xml where you gonna like to use it.
",1,0,0
"DELTASPIKE-356 fix JsfMessage which I broke with the refactoring
",0,1,0
"fix owb managed version handling for openejb
",0,0,1
"DELTASPIKE-365 add a boot(Map) method

This is needed to startup some containers with initial properties
if they support it.
",1,0,0
"DELTASPIKE-289 add sample ClientWindowConfig
",0,0,1
"DELTASPIKE-367 upgrade to owb-arquillian-1.2.0-SNAPTHOT

we finally need to upgrade to 1.2.0 but for now it's fine.
",0,0,1
"DELTASPIKE-208 explicitely enable global alternatives

This now works on Weld, OWB with BDA enabled, etc
",0,1,0
"DELTASPIKE-367 upgrade to final owb-arquillian-1.2.0
",0,0,1
"DELTASPIKE-339 don't lot the Exception as this is a normal operating situation
",0,0,1
"upgrade version to TLP
",0,0,1
"add release notes for 0.4
",0,0,1
"[maven-release-plugin] prepare release deltaspike-project-0.4
",0,0,1
"[maven-release-plugin] prepare for next development iteration
",0,0,1
"DELTASPIKE-378 add ProjectStageAware property handling

Main entry point for this feature is
ConfigResolver#getProjectStageAwarePropertyValue
",1,0,0
"DELTASPIKE-378 more unit tests for geProjectStageAwarePropertyValue
",0,1,0
"DELTASPIKE-378 add getPropertyAwarePropertyValue

feel free to propose a better name if you find one :)
",1,0,0
"general configuration section should go before executions
",0,1,0
"DELTASPIKE-378 unify handling of defaultValue
",0,1,0
"DELTASPIKE-384 use getProjectStageAwarePropertyValue where possible
",0,1,0
"DELTASPIKE-375 improve performance and use internal ClassUtils common code
",0,1,0
"DELTASPIKE-382 add ConfigFilter mechanism

This allows to filter DeltaSpike configuration values,
e.g. for applying decryption of secure configuration values
on the fly.
",1,0,0
"DELTASPIKE-386 use correct ClassLoader for loading the ResourceBundle

txs to Richard DiCroce for the catch!
",0,1,0
"fix old TODO and use field injection of Extension.
",0,1,1
"remove useless TODOs
",0,0,1
"remove unused private field
",0,0,1
"fix documentation for custom ProjectStages
",0,0,1
"removed obsolete TODO for Weld

This scenario must not happen. The ClassLoader used to load
the Extension is also the one used at shutdown. Even in EAR
scenarios with a hierarchic setup we will hopefully get the
correct TCCL. The mem will get freed up lastest after the EAR
gets undeployed anyway. Sparse re-deployments of portions of
an EAR are not guaranteed to work by the EE spec neither.
",0,0,1
"review old TODOs and remove them if not valid anymore.
",0,0,1
"DELTASPIKE-397 handle hashCode, etc on MessageBundles
",0,1,0
"make sure our MessageBundle mesages are fully Serializable
",0,1,0
"DELTASPIKE-398 add handling for @Dependent scoped beans.

This is important as we need a way to properly destroy them.
",0,1,0
"add comment about ALv2 license of this special hibernate part.
",0,0,1
"DELTASPIKE-385 fix for getBeanManager for ClassLoaders which have not been used in Extension loading
",0,1,0
"DELTASPIKE-401 change GlobalAlternativeTest to work w Weld and OWB
",0,0,1
"DELTASPIKE-402 introduce a way to conditionally skip test based on cdi-container versions
",0,0,1
"DELTASPIKE-403 make MessageBundles PassivationCapable
",0,1,0
"DELTASPIKE-402 use BeanProvider instead Instance<> to work around old OWB bug
",0,1,0
"DELTASPIKE-402 make DependentProvider Serializable (if possible)
",0,1,0
"DELTASPIKE-402 cdicontainer.version for tomee via arquillian
",0,0,1
"DELTASPIKE-405 remove generics info from producer to match all injection points of this type
",0,1,0
"ignore log files
",0,0,1
"add small helper script to quickly verify most important scenarios
",0,0,1
"DELTASPIKE-380 add javassist to @Deployment for some containers
",0,0,1
"DELTASPIKE-405 revert back to <M>
",0,1,0
"DELTASPIKE-60 minor JavaDoc tweaks
",0,0,1
"add tail to show all build results
",0,0,1
"fix broken unit test when testing remote containers
",0,1,0
"add  jbosas-managed-7 profile in ds-data
",0,0,1
"adding release notes draft for upcoming deltaspike-0.5 release
",0,0,1
"DELTASPIKE-380 also add javassist in wildfly

txs to jharting for the patch.
",0,1,0
"add resolved issues to our release notes
",0,0,1
"enable autoversioning of our submodules

this flag has the effect that you only get asked for the versions once
and not for each sub-module over and over again.
",0,0,1
"[maven-release-plugin] prepare release deltaspike-project-0.5
",0,0,1
"[maven-release-plugin] prepare for next development iteration
",0,0,1
"DELTASPIKE-425 DependentProvider#destroy() must not destroy NormalScoped beans
",0,1,0
"DELTASPIKE-441 default implementation of a simple SecurityViolation
",1,1,0
"DELTASPIKE-442 improve PersistenceConfigurationProvider

also implement PropertyLoader (taken from Apache OpenWebBeans)
and tweak it to take ProjectStage into account.
",1,1,0
"DELTASPIKE-445 add a few other known project stage config locations
",0,1,1
"DELTASPIKE-458 lookup UserTransaction via @Resource

Fallback to JNDI only if the injected UserTransaction
is not available (null)
",0,1,0
"DELTASPIKE-462 don't close the EM if we didn't open it

This happens when we use BeanManagedUserTransactionStrategy
and have a Stateless EJB call our transactional CDI beans.
",0,1,0
"DELTASPIKE-507 fallback to TransactionSynchronisationRegistry

txs to sstrobl for the patch
also big txs to dblevins for the hint to this hidden gem.
",0,1,0
"add DOAP file for DeltaSpike
",0,0,1
"DELTASPIKE-610 remove ConfigurableDataSource
",0,1,0
"fix build of cdictrl-servlet for other profile containers.
",0,1,0
"add invocation for tomee-1.7.0
",0,0,1
"fix JavaDoc - still did refer to old name of the class
",0,0,1
"DELTASPIKE-745 add TCK test for parallel threads
",0,0,1
"DELTASPIKE-745 fix cdictrl-weld to be able to run on new Threads

I also improved OWB ContextControl to behave the same as in weld
",0,1,0
"DELTASPIKE-745 remove createContextControl and add more JavaDoc explaining the stateless nature of ContextControl
",0,1,1
"gnome-keyring-1: Fix GNOME_KEYRING_ constant bindings

Fixes bug 556632.
",0,1,0
"glib-2.0: Add more GMarkup bindings

Add g_markup_collect_attributes, g_markup_parser_context_push,
g_markup_parser_context_pop, and GMarkupCollectType bindings,
based on patch by Yu Feng, fixes bug 564704.
",1,0,0
"glib-2.0: Fix GIOFlags binding

Prepend IS_ to IOFlags.READABLE, WRITEABLE, and SEEKABLE,
fixes bug 567387.
",0,1,0
"gdk-2.0: Fix gdk_property_change binding

The data parameter to gdk_property_change should not include array
length, fixes bug 583235.
",0,1,0
"librsvg-2.0: rsvg_handle_new_from_data takes an array

Fixes bug 583475.
",0,1,0
"gdk-2.0: Fix GdkNativeWindow binding

Fixes bug 587157.
",0,1,0
"pangocairo: Fix pango_cairo_create_* bindings

pango_cairo_create_{context,layout} transfer ownership,
fixes bug 587840.
",0,1,0
"Use (s)size_t instead of (u)long in several string methods

Fixes bug 577352.
",0,0,0
"vapigen: Support overriding memory management functions in metadata

Fixes bug 589307.
",1,0,0
"pango: Various PangoAttribute-related fixes

Fixes bug 587645.
",0,1,0
"vapigen: Make quotes around metadata arguments optional

Fixes bug 588171.
",1,0,0
"Make many copy methods transfer ownership

Fixes bug 589309.
",0,1,0
"libusb: Numerous improvements to the API

Fixes bug 589910.
",1,1,0
"libftdi: Update to libftdi-0.16, adapt to libusb changes

Fixes bug 589911.
",0,1,0
"Add libusb-1.0 bindings

Fixes bug 589913.
",1,0,0
"Make some functions which return Gtk.IconInfo transfer ownership

Fixes bug #589530
",0,1,0
"Support [CCode (free_function_address_of = true)] attribute

Fixes bug 589795.
",1,0,0
"Fix bindings to use the new syntax for fixed-length arrays

Fixes bug 590477.
",1,0,0
"posix: Add sync, fsync, and fdatasync bindings

Fixes bug 590550.
",1,0,0
"gtk+-2.0: Fix some GtkStatusIcon signals

Fixes bug 590951.
",0,1,0
"posix: add gettimeofday() and settimeofday() bindings.

Fixes bug 592189.
",1,0,0
"glib-2.0: time_t does not have a type_id

Fixes bug 587150.
",0,1,0
"glib-2.0: add GLib.HashTable.foreach

Fixes bug 577365.
",1,0,0
"zlib: Many enhancements for memory/stream based operations

Fixes bug 577804.
",1,0,0
"libpanelapplet-2.0: Add PanelAppletOrient and some missing methods

Fixes bug 590544.
",1,0,0
"gtk+-2.0: Fix gtk_tree_view_get_columns binding

TreeView.get_columns returns a GList of unowned GtkTreeViewColumn.

Fixes bug 591191.
",0,1,0
"libgnome-2.0: Fix gnome_execute_* bindings.

Fixes bug 599346.
",0,1,0
"libosso: Use tabs instead of spaces, do not spread methods across multiple lines.
",0,0,1
"gdk-2.0: Fix Gdk.Device.get_axis binding.

Fixes bug 598834.
",0,1,0
"libgdata: Fix query_all_albums, several type check functions, regenerate.

Fixes bug 597191.
",0,0,1
"glib-2.0: replace many (u)long variables with (s)size_t and time_t

Fixes bug 592188.
",0,1,0
"Don't use ""using"" in *.vapi.

Fixes bug 593195.
",0,0,1
"Add ccss-1 and remove gl-1.0 from vapi/Makefile.am
",0,0,1
"libgsf-1: Update to 1.14.16, regenerate.

Partially fixes bug 600295.
",1,1,0
"gtk+-2.0: make several Gtk.Entry.set_icon_* parameters nullable.

Fixes bug 600597.
",0,1,0
"gtk+-2.0: Mark Gtk.Widget.can_focus as not having an accessor method,
to preserve compatibility with GTK+ < 2.18.

Fixes bug 601221.
",0,1,1
"gtk+-2.0: Mark adjustment argument to GtkV/HScrollbar as nullable.

Fixes bug 597622.
",0,1,0
"gdk-pixbuf-2.0: Allow Gdk.PixbufLoader.write to specify array length.

Fixes bug 597870.
",0,1,0
"posix: Fix FILE bindings (copy from GLib.FileStream), and add popen.

Fixes bug 595880.
",1,1,0
"glib-2.0: Fix GLib.ValueArray.values binding.
",0,1,0
"gtk+-2.0: nullability fixes for GtkToolButton and descendants.

Fixes bug 602273.
",0,1,0
"gtk+-2.0: Gtk.SelectionData.get_data does not return an array length.

Fixes bug 602776.
",0,1,0
"unique-1.0: update to unique-1.1.6.

Fixes bug 603609.
",1,1,0
"clutter-1.0: Clutter.get_option_group* functions transfer ownership.

Fixes bug 602688.
",0,1,0
"Fix some typos in CCode attributes.
",0,1,0
"gio-2.0: Fix many async functions which don't end in _async.

Fixes bug 598657.
",0,1,0
"gtk+-2.0: Fix Gtk.Notebook.switch_page signal binding.

Fixes bug 604746.
",0,1,0
"gtk+-2.0: Gtk.get_current_event_state's argument should be out.

Fixes bug 603751.
",0,1,0
"gstreamer-controller-0.10: Fix Gst.LFOWaveform enum.

Fixes bug 603725.
",0,1,0
"gstreamer-0.10: Gst.Value.get/set_date expect a GLib.Date.

Fixes bug 601766.
",0,1,0
"gio-2.0: Several ownership fixes, mostly in GResolver.

Fixes bug 604969.
",0,1,0
"libsoup-2.4: Fix soup_message_headers_get_content_type binding.

Fixes bug 604907.
",0,1,0
"cogl-1.0: Cogl.Texture.from_data data does not provide array length.

Fixes bug 604108.
",0,1,0
"gstreamer-0.10: Add type_id for Gst.Structure.
",0,1,0
"gconf-2.0: several ownership and nullability fixes.

Based on patch by Michal Hruby, fixes bug 605449.
",0,1,0
"gio-2.0: argument to BufferedInputStream.peek_buffer should be out

Fixes bug 606627.
",0,1,0
"mysql: Fix mysql_init binding.

Fixes bug 603085.
",0,1,0
"dbus-glib-1: Add bindings for DBusGProxy::destroy signal.
",1,0,0
"libsoup-2.4: SoupMessageBody.data should be uing8[], not string.

Fixes bug 605862.
",0,1,0
"gtk+-2.0: Gtk.MessageDialog:buttons does not have an accessor method

Fixes bug 607992.
",0,1,0
"vapigen: Add support for base types and ranks in structs

Fixes bug 605039.
",1,0,0
"json-glib-1.0: always include json-glib.h

Fixes bug 605924.
",0,1,0
"gdk-2.0: Fix types of several Gdk.Event*.state fields

Fixes bug 607337.
",0,1,0
"gtk+-2.0: Fix gtk_combo_box_set_row_separator_func binding

Fixes bug 606919.
",0,1,0
"glib-2.0: revert previous patch against MarkupParser callbacks.

The new version sacrificed usability for theoretical correctness, and
was not well received.
",1,0,0
"tracker-indexer-module-1.0: regenerate
",1,0,0
"cairo: Use closure param to ReadFunc and WriteFunc for delegate target
",0,1,0
"Change many static delegates to has_target = false
",1,0,0
"libsoup-2.4: nullability fixes for Soup.MessageHeaders methods

Fixes bug 604907.
",0,1,0
"Update delegate has_target syntax in *-custom.vala
",1,0,0
"gdk-2.0: update to 2.18.6

Fixes bug 609293.
",1,0,0
"libxml-2.0: Fix instance position in several methods

Fixes bug 609814.
",0,1,0
"glib-2.0: Make GLib.String.erase erase the entire string by default
",0,0,1
"gio-unix-2.0: update to 2.22.4

Fixes bug 610074.
",1,0,0
"glib-2.0: locale arguments to KeyFile methods should be nullable

Fixes bug 609145.
",1,1,0
"vapigen: Add support for array_length_cname for fields
",1,0,0
"vapigen: fix changing the type_name of an array field via metadata
",0,1,0
"gstreamer-0.10: Clean up Gst.Buffer.data binding

Fixes bug 610330.
",0,0,0
"gio-2.0: nullability fixes for g_file_replace_contents

Fixes bug 611282.
",0,1,0
"goocanvas: Correct cname of Goo.CanvasImage.create

Fixes bug 612221.
",0,1,0
"libsoup-2.4: Make Soup.Session.queue_message callback nullable

Fixes bug 612050.
",0,1,0
"Support array_length_type for fields

Fixes part of bug 529866.
",1,0,0
"sdl: Remove unnecessary argument to SDL.Key.get_keys
",0,1,0
"gstreamer-netbuffer-0.10: Hide Gst.NetBufferClass
",0,0,0
"gstreamer-video-0.10: don't hide Gst.VideoFormat members
",0,0,0
"vapigen: Improve support for type_arguments

Fixes bug 609693.
",1,0,0
"gtk+-2.0: Add many missing type arguments

Partially fixes bug 609875.
",0,1,0
"gdk-2.0: Mark Gdk.Region.get_rectangles rectangles param as out

Fixes bug 612632.
",0,1,0
"gtk+-2.0: Fix several GtkIMContext-related bindings

Fixes bug 611533.
",0,1,0
"gtk+-2.0: Make GtkContainer::set_focus_child's argument nullable

Fixes bug 611492.
",0,1,0
"gtk+-2.0: Hide many unwanted user data and destroy notify arguments

Fixes bug 611021.
",0,1,0
"librsvg-2.0: Update to 2.26.0, remove librsvg-2.0-custom.vala
",0,0,1
"libgnomeui-2.0: Update to 2.24.2.
",1,0,0
"json-glib-1.0: Use metadata instead of json-glib-1.0-custom.vala
",0,0,1
"glib-2.0: Use strtol instead of atol for string.to_long
",1,0,0
"Regenerate all bindings
",0,0,0
"Make all Literal constructors accept null SourceReferences
",1,0,0
"vapigen: Support default_value for arguments
",1,0,0
"json-glib-1.0: Make json_parser_load_from_data.length default to -1

Fixes bug 612601.
",1,0,0
"glib-2.0: GLib.static_assert returns void
",0,1,0
"Do not use `weak' modifier in *-custom.vala where it is not applicable
",0,0,1
"libsoup-2.4: fix arguments to several methods which take delegates
",0,1,0
"libxml-2.0: remove superfluous (and deprecated) static from delegates
",0,0,1
"gudev-1.0: make GUdev.DeviceNumber inherit from Posix.dev_t
",1,1,0
"gdk-2.0: GdkEvent* structs do not have a type id

Fixes bug 585476.
",0,1,0
"libgda-4.0: update to 4.0.8, regenerate
",0,0,0
"Add libgda-report-4.0 bindings, based on patch by Shawn Ferris

Fixes bug 604208.
",1,0,0
"glib-2.0: add g_date_set_time_t binding
",1,0,0
"glib-2.0: add byte order swap macros

Fixes bug 613473.
",1,0,0
"vapigen: support no_array_length for delegate parameters
",1,0,0
"gdk-pixbuf-2.0: GdkPixbufDestroyNotify doesn't have a length parameter

Fixes bug 613855.
",0,1,0
"gio-2.0: various ownership and type_arguments fixes for generics
",0,1,0
"clutter-1.0: update to 1.2.4

Fixes bug 614268.
",0,0,0
"fuse: fix reference to Posix.mode_t in Fuse.Create
",0,1,0
"libnl-2.0: add linux as a dependency
",0,1,0
"gstreamer-cdda,dataprotocol-0.10: fix some invalid enum values
",0,1,0
"gsl: Do not use `weak' modifier where it is not applicable
",0,1,0
"vapigen: add support for member access based default values
",1,0,0
"gtk+-2.0: Make Gtk.Window's arg default value Gtk.WindowType.TOPLEVEL
",1,0,0
"clutter-1.0: add missing type_arguments for several new methods

Partially fixes bug 609875.
",0,1,0
"gdk-2.0: add many missing type_arguments

Partially fixes bug 609875.
",0,1,0
"libsoup-2.4: add many missing type_arguments

Partially fixes bug 609875.
",0,1,0
"Add gdu and gdu-gtk bindings to the build system.
",0,1,0
"gtksourceview-2.0: update to 2.10.0
",0,0,0
"libsoup-2.4: update to 2.30.0

Fixes bug 615047.
",1,0,0
"Make argument of NullType constructor nullable
",0,1,0
"vapigen: fix a crash if type_name is used for pointer arguments

Fixes bug 614348.
",0,1,0
"vapigen: add support for type_parameters attribute
",1,0,0
"gstreamer-0.10: make GstIterator a generic
",0,1,0
"sqlite3: add binding for user defined function API
",1,0,0
"sqlite3: add wrapper methods for sqlite3_exec and sqlite3_get_table

Fixes bug 579364.
",0,1,0
"gnome-vfs-2.0: fix ownership and type arguments on several methods
",0,1,0
"vapigen: add support for type_arguments on signal parameters
",1,0,0
"sqlite3: add many missing bindings
",1,0,0
"glib-2.0: mark return value of GLib.MappedFile.get_contents as unowned
",0,1,0
"libxml-2.0: correct cname for Xml.Node.ns_def

Fixes bug 616037.
",0,1,0
"gtk+-2.0: expose Gtk.CellEditable.start_editing
",0,1,0
"gio-2.0: set default value of g_zlib_compressor_new.level to -1
",1,0,0
"gio-2.0: GLib.Converter.convert bytes_read and bytes_written are out
",0,1,0
"mysql: mark Database.fetch_row as null terminated, several other fixes

Fixes bug 615925.
",1,1,0
"clutter-1.0: fix Stage.read_pixels binding

Fixes bug 616448.
",0,1,0
"gnutls: fix numerous errors preventing gnutls from being usable.
",0,1,0
"Support array_length_type for method parameters

Fixes bug 529866.
",1,0,0
"atk: make Atk.State inherit from uint64

Fixes bug 613949.
",0,1,0
"glib-2.0: set has_type_id = false for int16 and uint16
",0,1,0
"glib-2.0: add GLib.FileUtils.get/set_data methods
",1,0,0
"vapigen: support setting array_length_type for parameters
",1,0,0
"sqlite3: add methods to get the source of data in a query result
",1,0,0
"glib-2.0: set default value of StringBuilder.truncate to 0
",1,0,0
"sqlite3: add binding for sqlite3_update_hook
",1,0,0
"gio-2.0: fix callbacks for sources created with Socket.create_source

Fixes bug 617069.
",0,1,0
"glib-2.0: add binding for GLib.HashTable.lookup_extended

Fixes bug 617358.
",1,0,0
"gdk-2.0: buf argument of gdk_draw_*_image doesn't have an array length

Fixes bug 617534.
",0,1,0
"gstreamer-base-0.10: fix ownership of BaseTransform.transform_caps
",0,1,0
"gtk+-2.0: make Gtk.AccelKey a struct

Fixes bug 617963.
",0,1,0
"x11: fix type mismatch warning in X.Display.get_window_property

Fixes bug 609561.
",0,1,0
"gnome-keyring-1: add missing type_arguments
",0,1,0
"gconf-2.0: add several missing type arguments, some ownership fixes
",0,1,0
"libgda-4.0: fix vfunc names om Gda.DataModel and Gda.Lockable
",0,1,0
"libgda-4.0: add many type_arguments, several other small fixes
",0,1,0
"glib-2.0: add g_qsort_with_data binding
",1,0,0
"rest-0.6: rename rest to rest-0.6, update to version 0.6.1
",0,0,0
"gnutls: fix a couple cnames, and change a char* to a string
",0,1,0
"glib-2.0: use g_strcmp0 instead of strcmp
",1,0,0
"gtk+-2.0: set default values for Gtk.Box.pack_start and end arguments
",1,0,0
"Add mx-1.0 bindings
",0,0,0
"glib-2.0: add GLib.IOChannel.win32_socket and win32_messages
",1,0,0
"Do not add extra argument to unref functions

Fixes bug 615481.
",0,1,0
"Update documentation

Fixes bug 615710.
",0,0,1
"json-glib-1.0: hide user data arguments from two methods
",0,1,0
"gio-2.0: return value of g_inet_address_to_bytes is an array
",0,1,0
"Never mark *_register_type functions as static

*_register_type functions are called by the module init function,
which might reside in a different file.

Fixes bug 617850.
",0,1,0
"gudev-1.0: fix Device.get_property_keys and Client.query_by_subsystem
",0,1,0
"Support simple generics for creation methods
",1,0,0
"Add support for [Deprecated] attribute

Fixes bug 614712.
",1,0,0
"codegen: write G_GNUC_DEPRECATED in generated C where appropriate
",0,0,1
"vapigen: Add support for deprecated metadata attributes
",1,0,0
"girparser: improve support for generic type arguments
",1,0,0
"girparser: add special case for GPtrArray and GArray

Fixes bug 618660.
",0,1,0
"girparser: handle scope=""async"" annotations

Fixes bug 620387.
",1,0,0
"clutter-1.0: Text.position_to_coords float params are out and nullable

Fixes bug 621491.
",1,1,0
"zlib: add crc32 and adler32 to ZLib.Utility

Fixes bug 622200.
",1,0,0
"gtk+-2.0, gtk+-3.0: fix return value of Gtk.AccelGroup.find

Fixes bug 617963.
",0,1,0
"glib-2.0: add GenericArray.length, correct type for PtrArray.set_size
",1,1,0
"vapigen: Hide async *_finish methods

Fixes bug 614045.
",0,1,0
"Copy default_expression in FormalParameter.copy
",0,1,0
"gio-2.0: Add lots of default values, mostly for Cancellable parameters

Fixes bug 613471.
",1,0,0
"girparser: Use the same code for parsing callbacks as methods

Fixes part of bug 621834.
",0,1,0
"libsoup-2.4: fixes for SoupMessageBody.flatten and SoupLoggerPrinter
",0,1,0
"gio-2.0: Add ellipsis to GLib.Settings.get and GLib.Settings.set

Fixes bug 623551.
",0,1,0
"gtk+-2.0, gtk+-3.0: Make Gtk.Scale.add_mark's markup argument nullable

Fixes bug 624442.
",0,1,0
"gtk+-2.0, gtk+-3.0: use delegates for relevant GClosure arguments

Fixes bug 624481.
",0,1,0
"gtksourceview-2.0: Make argument to gtk_source_buffer_new nullable

Fixes bug 623517.
",0,1,0
"vapigen: do not remove all values from enums in custom.vala files
",1,1,0
